player,position,draft_year,draft_pos,performance_value
Josh Malone,WR,2017,128,0.3
Kentavius Street,ED,2018,128,0.6
Tony Pollard,RB,2019,128,4.5
Gabriel Davis,WR,2020,128,5.1
Julius Thomas,TE,2011,129,6.4
Miles Burris,LB,2012,129,0
John Simon,IDL,2013,129,0.2
Dontae Johnson,CB,2014,129,0.7
Jake Ryan,LB,2015,129,2.1
Derrick Kindred,S,2016,129,0.4
David Sharpe,LT,2017,129,0.3
Will Richardson,RT,2018,129,1
Isaiah Johnson,CB,2019,129,0.1
Cameron Clark,LG,2020,129,0
Jamie Harper,RB,2011,130,0
Christian Thompson,S,2012,130,0
Kyle Juszczyk,FB,2013,130,3.1
James White,RB,2014,130,2.4
Terry Poole,LT,2015,130,0.1
Alex Lewis,LG,2016,130,3.1
Julie'n Davenport,LT,2017,130,0.4
Josh Sweat,ED,2018,130,7.3
Drue Tranquill,LB,2019,130,1.3
James Lynch,IDL,2020,130,0.4
Davon House,CB,2011,131,4.3
Brandon Mosley,RT,2012,131,0
Marcus Lattimore,RB,2013,131,0
Brock Vereen,S,2014,131,0.1
Shaquille Mason,RG,2015,131,5.1
Blake Martinez,LB,2016,131,5.2
Deatrich Wise,ED,2017,131,3
Kalen Ballage,RB,2018,131,0.4
Wes Martin,RG,2019,131,0.5
Rashard Lawrence,IDL,2020,131,0.2
Kealoha Pilares,WR,2011,132,0
Mike Daniels,IDL,2012,132,7.200000000000001
Devin Taylor,ED,2013,132,0.5
Kevin Pierre-Louis,LB,2014,132,1.5
DeAndre Smelter,WR,2015,132,0.3
Willie Henry,IDL,2016,132,0.4
Donnel Pumphrey,RB,2017,132,0.1
Jaleel Scott,WR,2018,132,0.1
Ugochukwu Amadi,CB,2019,132,0.2
Troy Dye,LB,2020,132,0.7
Johnny White,RB,2011,133,0.4
Jerron McMillian,S,2012,133,0.4
Levine Toilolo,TE,2013,133,2.4
Nevin Lawson,CB,2014,133,2.6
Max Garcia,LG,2015,133,1.1
Rashard Robinson,CB,2016,133,0.4
Ryan Switzer,WR,2017,133,0.1
J'Mon Moore,WR,2018,133,0.1
Colby Parkinson,TE,2020,133,2.9
Robert Sands,S,2011,134,0
Greg Childs,WR,2012,134,0
Sanders Commings,CB,2013,134,0
Brent Urban,IDL,2014,134,0.6
Mark Glowinski,RG,2015,134,0.8
Kenneth Dixon,RB,2016,134,0.3
Jamaal Williams,RB,2017,134,1.6
Chase Edmonds,RB,2018,134,2.9
Greg Gaines,IDL,2019,134,1.6
Jaylinn Hawkins,S,2020,134,0.4
Matt Johnson,S,2012,135,0
Denard Robinson,WR,2013,135,0
Marcus Hardison,IDL,2015,135,0.1
John Franklin-Myers,ED,2018,135,0.4
John Cominsky,IDL,2019,135,1.9
Kevin Dotson,RG,2020,135,1
Anthony Sherman,FB,2011,136,1.6
Josh Chapman,IDL,2012,136,0
Earl Wolff,S,2013,136,0.1
Larry Webster,ED,2014,136,0.1
Tray Walker,CB,2015,136,0
Devontae Booker,RB,2016,136,0.5
Sean Harlow,LG,2017,136,0.1
Marquis Haynes,ED,2018,136,1.3
Michael Jordan,LG,2019,136,0.5
Brycen Hopkins,TE,2020,136,0
Buster Skrine,CB,2011,137,4.4
Malik Jackson,IDL,2012,137,9.2
Jesse Williams,IDL,2013,137,0.3
Dakota Dozier,LG,2014,137,0.5
Grady Jarrett,IDL,2015,137,9
Dean Lowry,IDL,2016,137,3.6000000000000005
Zach Banner,LG,2017,137,0.3
Dalton Schultz,TE,2018,137,5.3
Foster Moreau,TE,2019,137,1.8000000000000003
Josiah Scott,CB,2020,137,0.4
Marcus Cannon,RT,2011,138,3.2
Tahir Whitehead,LB,2012,138,2.6
Tharold Simon,CB,2013,138,0.5
Lorenzo Taliaferro,RB,2014,138,0
David Cobb,RB,2015,138,0.1
Seth DeValve,TE,2016,138,0.5
Ryan Glasgow,IDL,2017,138,0.1
Cole Madison,RG,2018,138,0
Shareef Miller,ED,2019,138,0.1
L'Jarius Sneed,CB,2020,138,7.8
Brandon Burton,CB,2011,139,0.5
Robert Blanton,S,2012,139,0.5
Montori Hughes,IDL,2013,139,0.4
Prince Shembo,LB,2014,139,0
Rashad Greene,WR,2015,139,0.4
Jehu Chesson,WR,2017,139,0.3
R.J. McIntosh,IDL,2018,139,0.1
Deionte Thompson,S,2019,139,0.1
Amik Robertson,CB,2020,139,1.8000000000000003
Gabe Miller,TE,2011,140,0.1
Najee Goode,LB,2012,140,0.4
Stepfan Taylor,RB,2013,140,0
Cameron Fleming,LT,2014,140,0.4
Tajae Sharpe,WR,2016,140,0.5
Wayne Gallman,RB,2017,140,0.5
Maurice Hurst,IDL,2018,140,0.6
Ryquell Armstead,RB,2019,140,0.5
Shaquille Quarterman,LB,2020,140,0.4
D.J. Williams,TE,2011,141,0.5
Adam Gettis,RG,2012,141,0.4
Oday Aboushi,RG,2013,141,0.5
Taylor Hart,LT,2014,141,0.4
Martrell Spaight,ED,2015,141,0.4
Zack Sanchez,CB,2016,141,0.1
Chad Hansen,WR,2017,141,0.1
Shaquem Griffin,LB,2018,141,0.4
Zach Gentry,TE,2019,141,0.6
John Reid,CB,2020,141,0.4
Karl Klug,IDL,2011,142,1.3
Brandon Marshall,LB,2012,142,0.5
Lavar Edwards,ED,2013,142,0.5
Ryan Grant,WR,2014,142,4.2
Adrian Amos,S,2015,142,4.8
Ronald Blair,ED,2016,142,1.2
Carlos Watkins,IDL,2017,142,1
D.J. Reed,S,2018,142,0.4
Ben Burr-Kirven,LB,2019,142,0.4
Antonio Gandy-Golden,WR,2020,142,0.4
Josh Thomas,CB,2011,143,0.5
Josh Norman,CB,2012,143,9.7
Jonathan Meeks,S,2013,143,0.4
Kadeem Edwards,RG,2014,143,0.1
MyCole Pruitt,TE,2015,143,0.3
DeAndre Washington,RB,2016,143,0.5
Marlon Mack,RB,2017,143,1.1
Ja'Whaun Bentley,LB,2018,143,1.4
Ryan Connelly,LB,2019,143,0.2
Ben Bredeson,LG,2020,143,1.2
Shiloh Keo,S,2011,144,0.4
Zebrie Sanders,RT,2012,144,0
Kenny Stills,WR,2013,144,4.8
Telvin Smith,LB,2014,144,6.6000000000000005
Mykkele Thompson,S,2015,144,0.1
Connor McGovern,C,2016,144,4.5
Grover Stewart,IDL,2017,144,5.2
Justin Watson,WR,2018,144,0.1
Marvell Tell III,CB,2019,144,0.1
DeeJay Dallas,RB,2020,144,1.1
Jacquizz Rodgers,RB,2011,145,0.5
Taylor Thompson,TE,2012,145,0
Steve Williams,CB,2013,145,0.4
David Yankey,LG,2014,145,0.1
Bobby McCain,S,2015,145,3.8
John Theus,LT,2016,145,0.4
Jake Butt,TE,2017,145,0.5
Bilal Nichols,IDL,2018,145,2.6
Matt Gay,K,2019,145,0.4
Jack Driscoll,RT,2020,145,0.7
DeJon Gomes,S,2011,146,0
DeQuan Menzie,CB,2012,146,0.3
Quanterus Smith,ED,2013,146,0.1
Devin Street,WR,2014,146,0.4
Stefon Diggs,WR,2015,146,8.1
Matt Judon,ED,2016,146,8.5
George Kittle,TE,2017,146,7.6
Tre Flowers,CB,2018,146,0.9000000000000001
Amani Oruwariye,CB,2019,146,0.5
Tyler Biadasz,C,2020,146,3.9
Rod Issac,CB,2011,147,0
Tank Carder,LB,2012,147,0.8
Steven Means,ED,2013,147,0.4
Ricardo Allen,S,2014,147,0.3
Quinton Jefferson,IDL,2016,147,0.3
Jordan Morgan,LG,2017,147,0.1
Micah Kiser,LB,2018,147,0.5
Vosean Joseph,LB,2019,147,0
Khalid Kareem,ED,2020,147,0.4
Denarius Moore,WR,2011,148,0.6
Chris Greenwood,CB,2012,148,0.4
A.J. Klein,LB,2013,148,3
Bene Benwikere,CB,2014,148,0.5
Davis Tull,LB,2015,148,0.1
Caleb Benenoch,RG,2016,148,0.6
Blair Brown,LB,2017,148,0
Marcus Allen,S,2018,148,0.3
Dre Greenlaw,LB,2019,148,3.9
Alton Robinson,ED,2020,148,0
Dion Lewis,RB,2011,149,0.5
Johnnie Troutman,RG,2012,149,0.5
Brandon McGee,CB,2013,149,0.4
Kevin Pamphile,LG,2014,149,0.8
Jay Ajayi,RB,2015,149,0.4
Paul Perkins,RB,2016,149,0.4
Damontae Kazee,S,2017,149,0.6
Michael Dickson,P,2018,149,2
Hunter Renfrow,WR,2019,149,7.6
Danny Pinter,RG,2020,149,0.5
Jason Pinkston,RG,2011,150,0.5
Rokevious Watkins,LG,2012,150,0.1
Terry Hawthorne,CB,2013,150,0
Aaron Lynch,ED,2014,150,2.3
Cedric Thompson,S,2015,150,0.1
Jordan Howard,RB,2016,150,2.5
Jordan Leggett,TE,2017,150,0.3
Genard Avery,LB,2018,150,0.6
Kingsley Keke,IDL,2019,150,0.5
Shane Lemieux,LG,2020,150,0.4
Ahmad Black,S,2011,151,0.4
Senio Kelemete,C,2012,151,0.1
Joseph Randle,RB,2013,151,0
Avery Williamson,LB,2014,151,4.2
David Parry,IDL,2015,151,0.4
Joe Dahl,LG,2016,151,1.2
Desmond King,CB,2017,151,1.6
Davontae Harris,CB,2018,151,0.3
Andrew Van Ginkel,ED,2019,151,1.2
Joe Reed,WR,2020,151,0.1
Danny Coale,WR,2012,152,0.4
Cooper Taylor,S,2013,152,0.4
Nat Berhe,S,2014,152,0.5
Jarvis Harrison,RG,2015,152,0.3
Matt Ioannidis,IDL,2016,152,3.9
Corn Elder,CB,2017,152,0.3
Dane Cruikshank,S,2018,152,0.6
Qadree Ollison,RB,2019,152,0.5
Kenny Robinson,S,2020,152,0.4
Jeremy Kerley,WR,2011,153,2.6
Dennis Kelly,RT,2012,153,0.6
Stansly Maponga,ED,2013,153,0.4
Cyril Richardson,LG,2014,153,0.1
Kyle Emanuel,LB,2015,153,0.5
Wendell Smallwood,RB,2016,153,0.5
Jake Elliott,K,2017,153,0.3
Tyrell Crosby,RT,2018,153,0
Ross Pierschbacher,C,2019,153,0.4
Colton McKivitz,LT,2020,153,0.4
Richard Sherman,CB,2011,154,10.5
Korey Toomer,LB,2012,154,0.1
Chris Thompson,RB,2013,154,0.4
Jeremiah George,LB,2014,154,0.4
Tyeler Davison,IDL,2015,154,0.5
Jordan Payton,WR,2016,154,0
Jeremy Sprinkle,TE,2017,154,0.6
Siran Neal,CB,2018,154,1.4
Jordan Scarlett,RB,2019,154,0.1
Jason Strowbridge,IDL,2020,154,0.1
Niles Paul,TE,2011,155,1.4
Josh Kaddu,LB,2012,155,0.4
Jeff Locke,P,2013,155,1
Arthur Lynch,TE,2014,155,0.1
Karlos Williams,RB,2015,155,0.1
Joe Haeg,RG,2016,155,1.2
Jayon Brown,LB,2017,155,2.5
Scott Quessenberry,C,2018,155,0.6
Mack Wilson,LB,2019,155,0.7
Trevis Gipson,ED,2020,155,0.6
Mark LeGree,S,2011,156,0.1
Shaun Prater,CB,2012,156,0.4
Tanner Hawkinson,LT,2013,156,0.4
Lamin Barrow,LB,2014,156,0.5
Tony Lippett,CB,2015,156,0.4
Jonathan Williams,RB,2016,156,0.4
Brian Hill,RB,2017,156,0.3
Troy Fumagalli,TE,2018,156,0.3
Justin Hollins,ED,2019,156,0.5
Keith Ismael,C,2020,156,0.4
Doug Hogue,LB,2011,157,0
Bradie Ewing,RB,2012,157,0.4
Quinton Dial,IDL,2013,157,2.6
Shaquille Richardson,CB,2014,157,0.1
C.J. Uzomah,TE,2015,157,3.2
LeShaun Sims,CB,2016,157,0.9000000000000001
Will Holden,LT,2017,157,0.1
Tyler Conklin,TE,2018,157,3.2
Blake Cashman,LB,2019,157,0.9000000000000001
Daniel Thomas,S,2020,157,0.8
Jermale Hines,S,2011,158,0.4
Jack Crawford,IDL,2012,158,0.5
Luke Willson,TE,2013,158,1.1
Caraun Reid,IDL,2014,158,0.4
Shaq Riddick,ED,2015,158,0.1
Brandon Shell,RT,2016,158,2.3
Nate Hairston,CB,2017,158,0.5
Andrew Brown,IDL,2018,158,0.1
Michael Jackson Sr.,CB,2019,158,0.3
Bryce Hall,CB,2020,158,0.4
Lee Smith,TE,2011,159,2.1
Chris Rainey,RB,2012,159,0.4
Micah Hyde,S,2013,159,3.7000000000000006
Chris Smith,ED,2014,159,0.4
J.J. Nelson,WR,2015,159,0.5
K.J. Dillon,S,2016,159,0.1
Jermaine Eluemunor,RG,2017,159,0.3
Daurice Fountain,WR,2018,159,0.3
Byron Cowart,IDL,2019,159,0.5
Justin Rohrwasser,K,2020,159,0.1
Ryan Miller,RT,2012,160,0.5
Zac Stacy,RB,2013,160,0
Ed Stinson,IDL,2014,160,0.4
Jesse James,TE,2015,160,3
Kentrell Brothers,LB,2016,160,0
Roderick Johnson,LT,2017,160,0.3
Ogbonnia Okoronkwo,ED,2018,160,1.6
Daylon Mack,IDL,2019,160,0.3
Nick Harris,C,2020,160,1
Julian Vandervelde,C,2011,161,0.5
Randy Bullock,K,2012,161,0.4
Tavarres King,WR,2013,161,0.4
Corey Linsley,C,2014,161,5.1
Neiron Ball,LB,2015,161,0
Christian Westerman,LG,2016,161,0
Anthony Walker Jr.,LB,2017,161,1.6
"Jermaine Carter, Jr.",LB,2018,161,0.9000000000000001
Charles Omenihu,ED,2019,161,3.6000000000000005
Tyler Johnson,WR,2020,161,0.1
Chris Carter,ED,2011,162,0.5
Corey White,CB,2012,162,0.5
Brandon Jenkins,LB,2013,162,0
Ed Reynolds,S,2014,162,0.1
Kenny Bell,WR,2015,162,0.1
Jeremy McNichols,RB,2017,162,0.3
Jordan Lasley,WR,2018,162,0.3
Cameron Smith,LB,2019,162,0.3
Khaleke Hudson,LB,2020,162,0.4
Daniel Kilgore,C,2011,163,1.4
Terrell Manning,LB,2012,163,0.1
Jordan Mills,RT,2013,163,0.4
Ryan Russell,ED,2015,163,0.4
Trevor Davis,WR,2016,163,0.5
Matt Milano,LB,2017,163,5.7
Tim Settle,IDL,2018,163,2.2
Jake Bailey,P,2019,163,1.5
Kindle Vildor,CB,2020,163,0.4
Chykie Brown,CB,2011,164,0.6
Jonathan Massaquoi,LB,2012,164,0.5
Mike Gillislee,RB,2013,164,0.4
Lorenzo Doss,CB,2015,164,0.1
Halapoulivaati Vaitai,RG,2016,164,4.5
Isaac Asiata,RG,2017,164,0.3
Natrell Jamerson,S,2018,164,0.4
E.J. Speed,LB,2019,164,1.8000000000000003
Curtis Weaver,ED,2020,164,0.1
Pernell McPhee,ED,2011,165,5.4
Darius Fleming,LB,2012,165,0.4
Sam Martin,P,2013,165,2.2
Ryan Carrethers,IDL,2014,165,0.4
Bradley Pinion,P,2015,165,1.5
Tyreek Hill,WR,2016,165,9.6
Jamal Agnew,WR,2017,165,2.6
Jaylen Samuels,RB,2018,165,0.1
Joe Jackson,ED,2019,165,0.5
Collin Johnson,WR,2020,165,0.4
Lawrence Wilson,LB,2011,166,0.1
Marvin Jones,WR,2012,166,5.2
Caleb Sturgis,K,2013,166,0.4
Jonathan Newsome,ED,2014,166,0
Joe Cardona,LS,2015,166,0.6
D.J. Reader,IDL,2016,166,6.7
Shelton Gibson,WR,2017,166,0.3
Wyatt Teller,RG,2018,166,7.8
Quintez Cephus,WR,2020,166,0.4
Ryan Whalen,WR,2011,167,0.5
George Iloka,S,2012,167,3.9
Josh Boyd,IDL,2013,167,0.4
Vinnie Sunseri,S,2014,167,0.4
Damian Swann,CB,2015,167,0
Marqui Christian,S,2016,167,0.5
Avery Moss,ED,2017,167,0.1
Daniel Carlson,K,2018,167,0.3
DeMarcus Love,RT,2011,168,0.4
Juron Criner,WR,2012,168,0.1
Ricky Wagner,RT,2013,168,5.7
Marquis Spruill,LB,2014,168,0
Michael Burton,FB,2015,168,0.4
Spencer Drango,RG,2016,168,0.1
Marquel Lee,LB,2017,168,0.6
Jamarco Jones,LT,2018,168,1.2
D'Andre Walker,LB,2019,168,0
John Hightower,WR,2020,168,0.1
Chris White,LB,2011,169,0.5
Asa Jackson,CB,2012,169,0.5
Joshua Evans,S,2013,169,0.5
Ronald Powell,LB,2014,169,0.1
David Mayo,LB,2015,169,0.7
Antwione Williams,LB,2016,169,0.3
Treston Decoud,CB,2017,169,0.3
Jordan Wilkins,RB,2018,169,0.1
David Edwards,LG,2019,169,0.8
Harrison Hand,CB,2020,169,0.5
Mistral Raymond,S,2011,170,0
Vick Ballard,RB,2012,170,0.3
Eric Kush,C,2013,170,0.4
Keith Reaser,CB,2014,170,0.4
Tye Smith,CB,2015,170,0.1
Cole Toner,RG,2016,170,0.1
Rodney Adams,WR,2017,170,0.3
Darius Phillips,CB,2018,170,0.7
Austin Seibert,K,2019,170,0.2
Broderick Washington,IDL,2020,170,2.3
Quan Sturdivant,LB,2011,171,0.1
Greg Zuerlein,K,2012,171,1.3
Corey Fuller,WR,2013,171,0.1
Jordan Tripp,LB,2014,171,0.4
Nick Boyle,TE,2015,171,3.2
Alex Collins,RB,2016,171,0.3
Darius Slayton,WR,2019,171,0.5
Isaiah Coulter,WR,2020,171,0.4
Brandon Fusco,RG,2011,172,3.6000000000000005
Jeremy Lane,CB,2012,172,3.7000000000000006
Nick Kasa,TE,2013,172,0.3
Jimmy Staten,IDL,2014,172,0.1
D.J. Alexander,LB,2015,172,0.4
Rashard Higgins,WR,2016,172,0.4
Isaiah McKenzie,WR,2017,172,0.3
J.K. Scott,P,2018,172,0.5
Jordan Miller,CB,2019,172,0.1
Jason Huntley,RB,2020,172,0.5
Byron Maxwell,CB,2011,173,7.3
Alfred Morris,RB,2012,173,1.1
Vinston Painter,LT,2013,173,0.1
Wesley Johnson,C,2014,173,0.4
James O'Shaughnessy,TE,2015,173,0.6
Trey Caldwell,CB,2016,173,0.3
Brian Allen,CB,2017,173,0.3
Johnny Townsend,P,2018,173,0.3
Cole Holcomb,LB,2019,173,2.7
Darnell Mooney,WR,2020,173,5.1
Charles Clay,TE,2011,174,5.3
Keith Tandy,S,2012,174,0.6
Ryan Swope,WR,2013,174,0
Devon Kennard,LB,2014,174,3.2
Cameron Artis-Payne,RB,2015,174,0.5
Fahn Cooper,RT,2016,174,0
Eric Saubert,TE,2017,174,0.4
Marquez Valdes-Scantling,WR,2018,174,4.8
KeeSean Johnson,WR,2019,174,0.1
Larrell Murchison,IDL,2020,174,0.2
Byron Stingily,RT,2011,175,0.5
Blair Walsh,K,2012,175,2.3
Jamoris Slaughter,S,2013,175,0.1
John Urschel,LG,2014,175,0
Keith Mumphery,WR,2015,175,0
Jatavis Brown,LB,2016,175,0.5
DeAngelo Yancey,WR,2017,175,0.1
Damion Ratley,WR,2018,175,0.4
Sutton Smith,ED,2019,175,0.1
Kamal Martin,LB,2020,175,0.5
Dwayne Harris,WR,2011,176,0.4
Mike Harris,CB,2012,176,0.5
David Quessenberry,RG,2013,176,0.3
Jared Abbrederis,WR,2014,176,0.4
Robert Myers,LG,2015,176,0.3
Andy Janovich,FB,2016,176,1
J.J. Dielman,C,2017,176,0.4
John Kelly,RB,2018,176,0.4
Kaden Smith,TE,2019,176,0.4
K.J. Osborn,WR,2020,176,1.6
Evan Royster,RB,2011,177,0.4
Justin Bethel,CB,2012,177,3.5000000000000004
Dustin Hopkins,K,2013,177,0.1
Jeoffrey Pagan,IDL,2014,177,0
Deiontrez Mount,ED,2015,177,0.4
Temarrick Hemingway,TE,2016,177,0.3
Trent Taylor,WR,2017,177,0.5
Duke Ejiofor,IDL,2018,177,0.4
Saquan Hampton,S,2019,177,0.4
Mike Danna,ED,2020,177,3.1
Aldrick Robinson,WR,2011,178,0.3
Mark Asper,RG,2012,178,0.5
William Campbell,RG,2013,178,0.5
Matthew Wells,LB,2015,178,0.3
D.J. White,CB,2016,178,0.1
Davon Godchaux,IDL,2017,178,4.1
Christian Sam,LB,2018,178,0.1
Justin Strnad,LB,2020,178,0.5
Caleb Schlauderaff,RG,2011,179,0.4
Andrew Tiller,RG,2012,179,0.1
Tourek Williams,ED,2013,179,0.5
Jon Halapio,C,2014,179,0.4
Max Valles,ED,2015,179,0.4
Drew Kaser,P,2016,179,0.4
T.J. Logan,RB,2017,179,0
Parry Nickerson,CB,2018,179,0.3
Lamont Gaillard,C,2019,179,0.1
Bradlee Anae,ED,2020,179,0.1
Trenton Robinson,S,2012,180,0.4
Nick Moody,ED,2013,180,0.4
Kenneth Acker,CB,2014,180,0.4
Michael Bennett,IDL,2015,180,0.3
Moritz Boehringer,WR,2016,180,0.3
Danny Isidora,RG,2017,180,0.4
Folorunso Fatukasi,IDL,2018,180,4.8
Corey Ballentine,CB,2019,180,0.1
Hakeem Adeniji,LT,2020,180,0.4
Richard Gordon,TE,2011,181,0.5
Winston Guy,S,2012,181,0.2
Latavius Murray,RB,2013,181,3
Alfred Blue,RB,2014,181,0.5
Kyshoen Jarrett,S,2015,181,0
Tyrone Holmes,IDL,2016,181,0.1
Dylan Donahue,ED,2017,181,0
Kylie Fitts,ED,2018,181,0.3
Jaquan Johnson,S,2019,181,0.5
Netane Muti,RG,2020,181,0.4
Ronald Johnson,WR,2011,182,0.4
Cyrus Gray,RB,2012,182,0.4
Kenjon Barner,RB,2013,182,0.1
Antone Exum,S,2014,182,0.4
Tevin Mitchel,CB,2015,182,0.1
Keenan Reynolds,WR,2016,182,0.1
Aaron Jones,RB,2017,182,6.6000000000000005
Christian Campbell,CB,2018,182,0.1
Trayveon Williams,RB,2019,182,0.5
Michael Onwenu,RT,2020,182,7.400000000000001
Jordan Todman,RB,2011,183,0.4
B.J. Cunningham,WR,2012,183,0.1
Rufus Johnson,ED,2013,183,0.1
Tayo Fabuluje,RT,2015,183,0.4
Devante Bond,LB,2016,183,0.3
Ukeme Eligwe,LB,2017,183,0.3
Sam Jones,LG,2018,183,0.1
Justin Skule,LT,2019,183,0.2
Cam Brown,LB,2020,183,0.5
David Carter,IDL,2011,184,0.5
Isaiah Frey,CB,2012,184,0.1
Mychal Rivera,TE,2013,184,1.1
Kendall James,CB,2014,184,0.1
Kaelin Clay,WR,2015,184,0.3
Jerell Adams,TE,2016,184,0.1
Nate Gerry,LB,2017,184,0.4
Marcell Harris,S,2018,184,0.3
Travis Fulgham,WR,2019,184,0.3
Bravvion Roy,IDL,2020,184,0.1
Greg Jones,LB,2011,185,0.4
DeVonte Holloman,LB,2013,185,0
Robert Herron,WR,2014,185,0.1
Tyrus Thompson,LT,2015,185,0.1
DeAndre Houston-Carson,S,2016,185,0.4
Caleb Brantley,IDL,2017,185,0.3
Deon Cain,WR,2018,185,0.3
Ka'dar Hollman,CB,2019,185,0.1
Blake Ferguson,LS,2020,185,0.6
D.J. Smith,LB,2011,186,0.5
James Hanna,TE,2012,186,1.8000000000000003
Justin Brown,WR,2013,186,0.1
Lache Seastrunk,RB,2014,186,0.1
Geremy Davis,WR,2015,186,0.3
Jakeem Grant,WR,2016,186,2.6
Chuck Clark,S,2017,186,2.6
Jacob Martin,LB,2018,186,0.4
Ty Johnson,RB,2019,186,0.5
Alohi Gilman,S,2020,186,2
Allen Bradford,LB,2011,187,0.1
Josh Bush,S,2012,187,0.5
Andre Ellington,RB,2013,187,0.5
Bennett Jackson,CB,2014,187,0.1
Evan Spencer,WR,2015,187,0.3
Michael Tyson,S,2017,187,0.3
Ray-Ray McCloud,WR,2018,187,0.1
Juwann Winfree,WR,2019,187,0.1
Donovan Peoples-Jones,WR,2020,187,0.5
Chris Rucker,CB,2011,188,0
Danny Trevathan,LB,2012,188,4.5
Cornelius Washington,IDL,2013,188,1.7000000000000002
E.J. Gaines,CB,2014,188,2.3
Tony Steward,LB,2015,188,0.3
David Morgan,TE,2016,188,0
Elijah McGuire,RB,2017,188,0.3
Simeon Thomas,CB,2018,188,0.1
David Long Jr.,LB,2019,188,2.2
Tyler Bass,K,2020,188,2.3
Mike Mohamed,LB,2011,189,0.4
Christo Bilukidi,IDL,2012,189,0.4
Mike James,RB,2013,189,0.4
T.J. Jones,WR,2014,189,0.4
Charles Gaines,CB,2015,189,0.1
Anthony Brown,CB,2016,189,2.6
Tanzel Smart,IDL,2017,189,0.5
Kamrin Moore,CB,2018,189,0
Drew Forbes,LG,2019,189,0.6
Colin Jones,S,2011,190,0.4
Markelle Martin,S,2012,190,0
Rex Burkhead,RB,2013,190,1.9
Matt Hazel,WR,2014,190,0.3
Ian Silberman,RT,2015,190,0.1
Josh Forrest,LB,2016,190,0.3
Sam Tevi,LT,2017,190,1.4
DeShon Elliott,S,2018,190,0.5
Armon Watts,IDL,2019,190,0.5
Charlie Woerner,TE,2020,190,1.6
Jason Kelce,C,2011,191,4.7
Dan Herron,RB,2012,191,0.4
Bacarri Rambo,S,2013,191,0.4
Pat O'Donnell,P,2014,191,0.8
JaCorey Shepherd,CB,2015,191,0.3
Xavier Woods,S,2017,191,1
Dylan Cantrell,WR,2018,191,0.3
